Epoch,Flag,Clock Offset [s],SV,RINEX Code,Value,LLI,SNR
2025-01-08T17:42:07 GST,0,None,E21,L1B,3.319751200000E4,None,None
2025-01-08T17:42:07 GST,0,None,E21,C1B,-5.290000000000E0,None,None
2025-01-08T17:42:07 GST,0,None,E21,D1B,-2.000000000000E-1,None,None
2025-01-08T17:42:07 GST,0,None,E21,S1B,5.260000000000E-1,None,None
2025-01-08T17:42:07 GST,0,None,E27,L1B,-9.051300000000E1,None,None
2025-01-08T17:42:07 GST,0,None,E27,C1B,-3.145000000000E0,None,None
2025-01-08T17:42:07 GST,0,None,E27,D1B,5.800000000000E-2,None,None
2025-01-08T17:42:07 GST,0,None,E27,S1B,-1.200000000000E-1,None,None
2025-01-08T17:42:07 GST,0,None,E30,L1B,-4.308248000000E4,None,None
2025-01-08T17:42:07 GST,0,None,E30,C1B,-3.341000000000E0,None,None
2025-01-08T17:42:07 GST,0,None,E30,D1B,6.100000000000E-2,None,None
2025-01-08T17:42:07 GST,0,None,E30,S1B,3.660000000000E-1,None,None
2025-01-08T17:42:07 GST,0,None,E34,L1B,-1.115150000000E2,None,None
2025-01-08T17:42:07 GST,0,None,E34,C1B,-5.254000000000E0,None,None
2025-01-08T17:42:07 GST,0,None,E34,D1B,-1.775000000000E0,None,None
2025-01-08T17:42:07 GST,0,None,E34,S1B,5.840000000000E-1,None,None
2025-01-08T17:42:08 GST,0,None,E21,D1B,-1.290000000000E-1,None,None
2025-01-08T17:42:08 GST,0,None,E21,S1B,3.160000000000E-1,None,None
2025-01-08T17:42:08 GST,0,None,E21,C1B,-4.217000000000E0,None,None
2025-01-08T17:42:08 GST,0,None,E21,L1B,3.319752000000E4,None,None
2025-01-08T17:42:08 GST,0,None,E27,D1B,-1.270000000000E-1,None,None
2025-01-08T17:42:08 GST,0,None,E27,S1B,1.100000000000E-2,None,None
2025-01-08T17:42:08 GST,0,None,E27,C1B,-4.271000000000E0,None,None
2025-01-08T17:42:08 GST,0,None,E27,L1B,-9.052900000000E1,None,None
2025-01-08T17:42:08 GST,0,None,E30,D1B,3.950000000000E-1,None,None
2025-01-08T17:42:08 GST,0,None,E30,S1B,7.060000000000E-1,None,None
2025-01-08T17:42:08 GST,0,None,E30,C1B,-5.450000000000E0,None,None
2025-01-08T17:42:08 GST,0,None,E30,L1B,-4.308247400000E4,None,None
2025-01-08T17:42:08 GST,0,None,E34,D1B,2.600000000000E-1,None,None
2025-01-08T17:42:08 GST,0,None,E34,S1B,3.810000000000E-1,None,None
2025-01-08T17:42:08 GST,0,None,E34,C1B,-6.915000000000E0,None,None
2025-01-08T17:42:08 GST,0,None,E34,L1B,-1.115270000000E2,None,None
2025-01-08T17:42:09 GST,0,None,E21,S1B,4.200000000000E-1,None,None
2025-01-08T17:42:09 GST,0,None,E21,D1B,1.080000000000E-1,None,None
2025-01-08T17:42:09 GST,0,None,E21,L1B,3.319752900000E4,None,None
2025-01-08T17:42:09 GST,0,None,E21,C1B,-4.056000000000E0,None,None
2025-01-08T17:42:09 GST,0,None,E27,S1B,-8.000000000000E-3,None,None
2025-01-08T17:42:09 GST,0,None,E27,D1B,-7.380000000000E-1,None,None
2025-01-08T17:42:09 GST,0,None,E27,L1B,-9.052600000000E1,None,None
2025-01-08T17:42:09 GST,0,None,E27,C1B,-6.218000000000E0,None,None
2025-01-08T17:42:09 GST,0,None,E30,S1B,3.530000000000E-1,None,None
2025-01-08T17:42:09 GST,0,None,E30,D1B,3.080000000000E-1,None,None
2025-01-08T17:42:09 GST,0,None,E30,L1B,-4.308247100000E4,None,None
2025-01-08T17:42:09 GST,0,None,E30,C1B,-5.557000000000E0,None,None
2025-01-08T17:42:09 GST,0,None,E34,S1B,4.600000000000E-1,None,None
2025-01-08T17:42:09 GST,0,None,E34,D1B,-2.179000000000E0,None,None
2025-01-08T17:42:09 GST,0,None,E34,L1B,-1.115220000000E2,None,None
2025-01-08T17:42:09 GST,0,None,E34,C1B,-6.004000000000E0,None,None
2025-01-08T17:42:10 GST,0,None,E21,L1B,3.319752000000E4,None,None
2025-01-08T17:42:10 GST,0,None,E21,D1B,2.340000000000E-1,None,None
2025-01-08T17:42:10 GST,0,None,E21,S1B,3.390000000000E-1,None,None
2025-01-08T17:42:10 GST,0,None,E21,C1B,-4.593000000000E0,None,None
2025-01-08T17:42:10 GST,0,None,E27,L1B,-9.052200000000E1,None,None
2025-01-08T17:42:10 GST,0,None,E27,D1B,9.530000000000E-1,None,None
2025-01-08T17:42:10 GST,0,None,E27,S1B,1.320000000000E-1,None,None
2025-01-08T17:42:10 GST,0,None,E27,C1B,-5.075000000000E0,None,None
2025-01-08T17:42:10 GST,0,None,E30,L1B,-4.308248600000E4,None,None
2025-01-08T17:42:10 GST,0,None,E30,D1B,-2.300000000000E-2,None,None
2025-01-08T17:42:10 GST,0,None,E30,S1B,4.360000000000E-1,None,None
2025-01-08T17:42:10 GST,0,None,E30,C1B,-2.144000000000E0,None,None
2025-01-08T17:42:10 GST,0,None,E34,L1B,-1.115170000000E2,None,None
2025-01-08T17:42:10 GST,0,None,E34,D1B,-1.780000000000E-1,None,None
2025-01-08T17:42:10 GST,0,None,E34,S1B,4.180000000000E-1,None,None
2025-01-08T17:42:10 GST,0,None,E34,C1B,-4.056000000000E0,None,None
2025-01-08T17:42:11 GST,0,None,E21,D1B,7.460000000000E-1,None,None
2025-01-08T17:42:11 GST,0,None,E21,C1B,-7.040000000000E0,None,None
2025-01-08T17:42:11 GST,0,None,E21,L1B,3.319753800000E4,None,None
2025-01-08T17:42:11 GST,0,None,E21,S1B,3.630000000000E-1,None,None
2025-01-08T17:42:11 GST,0,None,E27,D1B,4.570000000000E-1,None,None
2025-01-08T17:42:11 GST,0,None,E27,C1B,-5.253000000000E0,None,None
2025-01-08T17:42:11 GST,0,None,E27,L1B,-9.053200000000E1,None,None
2025-01-08T17:42:11 GST,0,None,E27,S1B,8.500000000000E-2,None,None
2025-01-08T17:42:11 GST,0,None,E30,D1B,4.920000000000E-1,None,None
2025-01-08T17:42:11 GST,0,None,E30,C1B,-6.039000000000E0,None,None
2025-01-08T17:42:11 GST,0,None,E30,L1B,-4.308246700000E4,None,None
2025-01-08T17:42:11 GST,0,None,E30,S1B,6.090000000000E-1,None,None
2025-01-08T17:42:11 GST,0,None,E34,D1B,1.105000000000E0,None,None
2025-01-08T17:42:11 GST,0,None,E34,C1B,-5.950000000000E0,None,None
2025-01-08T17:42:11 GST,0,None,E34,L1B,-1.115450000000E2,None,None
2025-01-08T17:42:11 GST,0,None,E34,S1B,4.320000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E21,C1B,-4.610000000000E0,None,None
2025-01-08T17:42:12 GST,0,None,E21,D1B,-4.180000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E21,S1B,4.480000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E21,L1B,3.319753200000E4,None,None
2025-01-08T17:42:12 GST,0,None,E27,C1B,-4.950000000000E0,None,None
2025-01-08T17:42:12 GST,0,None,E27,D1B,-4.860000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E27,S1B,2.330000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E27,L1B,-9.053100000000E1,None,None
2025-01-08T17:42:12 GST,0,None,E30,C1B,-5.004000000000E0,None,None
2025-01-08T17:42:12 GST,0,None,E30,D1B,-9.840000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E30,S1B,4.100000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E30,L1B,-4.308247300000E4,None,None
2025-01-08T17:42:12 GST,0,None,E34,C1B,-4.467000000000E0,None,None
2025-01-08T17:42:12 GST,0,None,E34,D1B,3.950000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E34,S1B,2.280000000000E-1,None,None
2025-01-08T17:42:12 GST,0,None,E34,L1B,-1.115310000000E2,None,None
2025-01-08T17:42:13 GST,0,None,E21,C1B,-5.539000000000E0,None,None
2025-01-08T17:42:13 GST,0,None,E21,S1B,7.500000000000E-2,None,None
2025-01-08T17:42:13 GST,0,None,E21,D1B,-1.006000000000E0,None,None
2025-01-08T17:42:13 GST,0,None,E21,L1B,3.319753100000E4,None,None
2025-01-08T17:42:13 GST,0,None,E27,C1B,-4.396000000000E0,None,None
2025-01-08T17:42:13 GST,0,None,E27,S1B,-5.100000000000E-2,None,None
2025-01-08T17:42:13 GST,0,None,E27,D1B,-7.490000000000E-1,None,None
2025-01-08T17:42:13 GST,0,None,E27,L1B,-9.053000000000E1,None,None
2025-01-08T17:42:13 GST,0,None,E30,C1B,-4.646000000000E0,None,None
2025-01-08T17:42:13 GST,0,None,E30,S1B,2.290000000000E-1,None,None
2025-01-08T17:42:13 GST,0,None,E30,D1B,-9.740000000000E-1,None,None
2025-01-08T17:42:13 GST,0,None,E30,L1B,-4.308247100000E4,None,None
2025-01-08T17:42:13 GST,0,None,E34,C1B,-4.432000000000E0,None,None
2025-01-08T17:42:13 GST,0,None,E34,S1B,-4.200000000000E-2,None,None
2025-01-08T17:42:13 GST,0,None,E34,D1B,6.150000000000E-1,None,None
2025-01-08T17:42:13 GST,0,None,E34,L1B,-1.115310000000E2,None,None
2025-01-08T17:42:14 GST,0,None,E21,C1B,-3.663000000000E0,None,None
2025-01-08T17:42:14 GST,0,None,E21,D1B,1.202000000000E0,None,None
2025-01-08T17:42:14 GST,0,None,E21,S1B,3.100000000000E-2,None,None
2025-01-08T17:42:14 GST,0,None,E21,L1B,3.319752300000E4,None,None
2025-01-08T17:42:14 GST,0,None,E27,C1B,-5.539000000000E0,None,None
2025-01-08T17:42:14 GST,0,None,E27,D1B,-1.020000000000E-1,None,None
2025-01-08T17:42:14 GST,0,None,E27,S1B,8.100000000000E-2,None,None
2025-01-08T17:42:14 GST,0,None,E27,L1B,-9.052600000000E1,None,None
2025-01-08T17:42:14 GST,0,None,E30,C1B,-5.378000000000E0,None,None
2025-01-08T17:42:14 GST,0,None,E30,D1B,8.910000000000E-1,None,None
2025-01-08T17:42:14 GST,0,None,E30,S1B,6.440000000000E-1,None,None
2025-01-08T17:42:14 GST,0,None,E30,L1B,-4.308247500000E4,None,None
